key_id,key_name,flavor_group,w_name,keywine_count
195,green apple,tree_fruit,V.P Extra Brut Champagne Grand Cru 'Ambonnay',26
195,green apple,tree_fruit,Toscana Bianco,16
195,green apple,tree_fruit,Scharzhofberger Riesling Kabinett,36
195,green apple,tree_fruit,Sauternes,13
195,green apple,tree_fruit,Puligny-Montrachet Premier Cru ' Clos de la Truffière',17
195,green apple,tree_fruit,One Sixteen Chardonnay,43
195,green apple,tree_fruit,Clos de la Coulée de Serrant,14
195,green apple,tree_fruit,Clos Sainte Hune Riesling Alsace,36
195,green apple,tree_fruit,Brut Champagne (Gold),28
195,green apple,tree_fruit,Blanc de Blancs Brut Champagne (Vintage),62
195,green apple,tree_fruit,Beyond the Clouds,13
195,green apple,tree_fruit,Belondrade y Lurton,27
195,green apple,tree_fruit,Belle Epoque Brut Champagne,224
195,green apple,tree_fruit,Aile d'Argent Blanc Bordeaux,12
195,green apple,tree_fruit,5 Puttonyos Aszú (Blue Label),12
117,coffee,oak,d'Alceo,12
117,coffee,oak,Yarden Katzrin,17
117,coffee,oak,Vürsù Barolo Campè,13
117,coffee,oak,Vürsù Barbaresco Starderi,16
117,coffee,oak,Viña El Pison,13
117,coffee,oak,Vintage Port,17
117,coffee,oak,Vin Santo di Montepulciano Occhio di Pernice,15
117,coffee,oak,Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,17
117,coffee,oak,Vigna Cappella di S. Stefano Perno Barolo,15
117,coffee,oak,Victorino,39
117,coffee,oak,Veneto Rosso del Bepi,15
117,coffee,oak,Veneto Alzero Cabernet,15
117,coffee,oak,Vecchie Vigne Brunello di Montalcino,12
117,coffee,oak,Valpolicella Superiore Monte Lodoletta,61
117,coffee,oak,Valpolicella Classico Superiore,36
117,coffee,oak,Valbuena 5º,122
117,coffee,oak,VIK,11
117,coffee,oak,Unico Reserva Especial Edición,20
117,coffee,oak,Unico,117
117,coffee,oak,Turriga Isola dei Nuraghi,36
117,coffee,oak,Trebbiano d'Abruzzo,21
117,coffee,oak,Trasnocho,11
117,coffee,oak,Toscana Rosso,14
117,coffee,oak,Toscana I Sodi di San Niccolo,21
117,coffee,oak,Toscana Camartina,13
117,coffee,oak,Toscana,43
117,coffee,oak,Torre Muga,32
117,coffee,oak,Toro,184
117,coffee,oak,Tinto,43
117,coffee,oak,Tignanello,271
117,coffee,oak,The Armagh Shiraz,18
117,coffee,oak,Tenuta Tignanello 'Solaia',100
117,coffee,oak,Tenuta Nuova Brunello di Montalcino,65
117,coffee,oak,Tenuta Guado al Tasso Bolgheri Superiore,117
117,coffee,oak,TD9,56
117,coffee,oak,St. Henri Shiraz,65
117,coffee,oak,Sperss Barolo,13
117,coffee,oak,Special Selection Cabernet Sauvignon,81
117,coffee,oak,Sorì San Lorenzo,12
117,coffee,oak,Solare Toscana,31
117,coffee,oak,Siepi,35
117,coffee,oak,Series M,11
117,coffee,oak,Series C,25
117,coffee,oak,Scrio,16
117,coffee,oak,Sauternes (Premier Grand Cru Classé),16
117,coffee,oak,Sassicaia,179
117,coffee,oak,Saperavi,14
117,coffee,oak,San Vicente Rioja,38
117,coffee,oak,Saint-Émilion Grand Cru (Premier Grand Cru Classé),33
117,coffee,oak,Saint-Émilion Grand Cru (Grand Cru Classé),15
117,coffee,oak,Saint-Émilion Grand Cru,69
117,coffee,oak,Saint-Julien (Grand Cru Classé),102
117,coffee,oak,Saint-Estèphe (Grand Cru Classé),94
117,coffee,oak,Saint-Emilion Grand Cru (Premier Grand Cru Classé),13
117,coffee,oak,Saffredi,33
117,coffee,oak,S.L.V. Cabernet Sauvignon,38
117,coffee,oak,Rutherford,15
117,coffee,oak,Rubicon,23
117,coffee,oak,Roda I Reserva Rioja,69
117,coffee,oak,Rioja Reserva,28
117,coffee,oak,Ribera del Duero Reserva,42
117,coffee,oak,Ribera del Duero,192
117,coffee,oak,Reserve Pinotage,15
117,coffee,oak,Reserva Ribera del Duero,26
117,coffee,oak,Relentless,22
117,coffee,oak,Redigaffi Toscana,24
117,coffee,oak,Red,13
117,coffee,oak,Recioto della Valpolicella Classico,13
117,coffee,oak,Primitivo di Manduria,11
117,coffee,oak,Pomerol,49
117,coffee,oak,Poggio all'Oro Brunello di Montalcino Riserva,17
117,coffee,oak,Pinotage,17
117,coffee,oak,Pingus,24
117,coffee,oak,Pieve Santa Restituta Rennina Brunello di Montalcino,22
117,coffee,oak,Pieve Santa Restituta Brunello di Montalcino,44
117,coffee,oak,Pietro Dal Cero Amarone della Valpolicella,13
117,coffee,oak,Pian delle Vigne Brunello di Montalcino,70
117,coffee,oak,Pessac-Léognan (Premier Grand Cru Classé),129
117,coffee,oak,Pessac-Léognan (Grand Cru Classé de Graves),43
117,coffee,oak,Perpetual,12
117,coffee,oak,Percarlo,14
117,coffee,oak,Pedro Ximenez Tradición 20 Years Old Vos,23
117,coffee,oak,Pavillon Rouge du Château Margaux,35
117,coffee,oak,Pauillac (Premier Grand Cru Classé),67
117,coffee,oak,Pauillac (Grand Cru Classé),201
117,coffee,oak,Papillon,61
117,coffee,oak,Paleo Rosso,62
117,coffee,oak,Overture,34
117,coffee,oak,Oreno Toscana,52
117,coffee,oak,Opus One,149
117,coffee,oak,One Point Five Cabernet Sauvignon,40
117,coffee,oak,Nine Popes,11
117,coffee,oak,Nicolás Catena Zapata,43
117,coffee,oak,Mossone,16
117,coffee,oak,Montepulciano d'Abruzzo,18
117,coffee,oak,Monte Bello,53
117,coffee,oak,Mille E Una Notte,22
117,coffee,oak,Messorio,40
117,coffee,oak,Mendoza,64
117,coffee,oak,Mazzano Amarone Della Valpolicella Classico,18
117,coffee,oak,Margaux (Grand Cru Classé),77
117,coffee,oak,Malleolus de Sanchomartin,20
117,coffee,oak,Malleolus,86
117,coffee,oak,Malbec Argentino,45
117,coffee,oak,Malbec,13
117,coffee,oak,Mai The First A.Montes Malbec,23
117,coffee,oak,Macán Clásico,52
117,coffee,oak,Macán,41
117,coffee,oak,Lupicaia,14
117,coffee,oak,Lupi Rezerva,39
117,coffee,oak,Luce Brunello di Montalcino,12
117,coffee,oak,Luce,54
117,coffee,oak,Limited Edition 10 Vendemmie,45
117,coffee,oak,Les Pavots,17
117,coffee,oak,Le Serre Nuove,101
117,coffee,oak,Le Petit Mouton de Mouton Rothschild Pauillac,17
117,coffee,oak,Le Désir,11
117,coffee,oak,Lagrein Riserva Porphyr,15
117,coffee,oak,La Piu Belle,22
117,coffee,oak,La Joie,14
117,coffee,oak,La Cueva del Contador Rioja,13
117,coffee,oak,La Chapelle de La Mission Haut-Brion Pessac-Léognan,32
117,coffee,oak,L'Hermitage,18
117,coffee,oak,L'Apparita,22
117,coffee,oak,Kurni Marche,20
117,coffee,oak,Kevin Arnold Shiraz,12
117,coffee,oak,Kairos,12
117,coffee,oak,Isosceles,32
117,coffee,oak,Insignia,97
117,coffee,oak,Il Pino di Biserno,31
117,coffee,oak,Il Bricco Barbaresco,15
117,coffee,oak,Howell Mountain Cabernet Sauvignon,22
117,coffee,oak,Hommage à Jacques Perrin Châteauneuf-du-Pape,12
117,coffee,oak,Hermitage La Chapelle Rouge,60
117,coffee,oak,Harlan Estate Red,27
117,coffee,oak,Guerriero della Terra,12
117,coffee,oak,Grange,129
117,coffee,oak,Grand Vin de Château Palmer (Grand Cru Classé),111
117,coffee,oak,Grand Vin Pauillac (Premier Grand Cru Classé),108
117,coffee,oak,Gran Reserva Rioja (Finca Ygay),17
117,coffee,oak,Gran Reserva 890,25
117,coffee,oak,Gran Enemigo,18
117,coffee,oak,Gold Series Syrah,14
117,coffee,oak,Giramonte Toscana,17
117,coffee,oak,Georges De Latour Private Reserve Cabernet Sauvignon,30
117,coffee,oak,Gaudium,32
117,coffee,oak,Galatrona,37
117,coffee,oak,Fusion V,57
117,coffee,oak,Flor de Pingus,79
117,coffee,oak,Flaccianello della Pieve,78
117,coffee,oak,Finca Altamira Malbec,14
117,coffee,oak,FAY Cabernet Sauvignon,33
117,coffee,oak,Evenstad Reserve Pinot Noir,12
117,coffee,oak,Eight Years In The Desert,46
117,coffee,oak,Duemani Cabernet Franc,11
117,coffee,oak,Douro Pintas Tinto,11
117,coffee,oak,Don PX Convento Selección,29
117,coffee,oak,Domus Aurea Cabernet Sauvignon,17
117,coffee,oak,Dominus (Christian Moueix),76
117,coffee,oak,Domaine des Tourettes Hermitage Rouge,16
117,coffee,oak,Dalmau Rioja,18
117,coffee,oak,Dagromis Barolo,18
117,coffee,oak,Côtes de Bourg,34
117,coffee,oak,Côte-Rôtie La Turque,37
117,coffee,oak,Côte-Rôtie La Mouline,25
117,coffee,oak,Côte-Rôtie La Landonne,26
117,coffee,oak,Côte-Rôtie,26
117,coffee,oak,Costasera Amarone della Valpolicella Classico,372
117,coffee,oak,Costa Russi (Barbaresco) Langhe,14
117,coffee,oak,Cosimo Varvaglione Collezione Privata Primitivo di Manduria,20
117,coffee,oak,Cos d'Estournel,231
117,coffee,oak,Continuum Estate,36
117,coffee,oak,Conteisa Langhe,13
117,coffee,oak,Colheita Port,12
117,coffee,oak,Clos des Lambrays Grand Cru,28
117,coffee,oak,Clos de Tart Grand Cru Monopole,13
117,coffee,oak,Clos Apalta,76
117,coffee,oak,Clio,105
117,coffee,oak,Cirsion Rioja,16
117,coffee,oak,Châteauneuf-du-Pape,92
117,coffee,oak,Château Margaux (Premier Grand Cru Classé),103
117,coffee,oak,Chateau Buena Vista Cabernet Sauvignon Napa Valley,14
117,coffee,oak,Cerretalto Brunello di Montalcino,18
117,coffee,oak,Cepparello Red,45
117,coffee,oak,Ca’ del Merlo Rosso Veneto,13
117,coffee,oak,Castillo Ygay Gran Reserva Especial Tinto,60
117,coffee,oak,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,16
117,coffee,oak,Campolongo di Torbe Amarone della Valpolicella Classico,24
117,coffee,oak,Campo del Titari Amarone della Valpolicella Classico Riserva,19
117,coffee,oak,Campo dei Gigli Amarone della Valpolicella,15
117,coffee,oak,Campo León Amarone della Valpolicella,16
117,coffee,oak,Campo Inferi Amarone della Valpolicella Classico Riserva,17
117,coffee,oak,Calcarole Amarone della Valpolicella Classico,25
117,coffee,oak,Cabernet Sauvignon (Signature),41
117,coffee,oak,Cabernet Sauvignon,16
117,coffee,oak,CASK 23 Cabernet Sauvignon,27
117,coffee,oak,Brunello di Montalcino Riserva Vigna Paganelli,19
117,coffee,oak,Brunello di Montalcino Riserva Madonna del Piano,20
117,coffee,oak,Brunello di Montalcino Riserva,15
117,coffee,oak,Brunello di Montalcino  Montosoli,14
117,coffee,oak,Brunello di Montalcino,40
117,coffee,oak,Bricco dell'Uccellone Barbera d'Asti,27
117,coffee,oak,Bric Dël Fiasc Barolo,19
117,coffee,oak,Bramare Malbec Uco Valley,17
117,coffee,oak,Bolgheri Superiore Sondraia,35
117,coffee,oak,Bolgheri Superiore,125
117,coffee,oak,Boal Madeira,13
117,coffee,oak,Blueline Estate Cabernet Sauvignon,12
117,coffee,oak,Bibbona,26
117,coffee,oak,Barón de Chirel Rioja Reserva,20
117,coffee,oak,Barolo Riserva Bricco Boschis Vigna San Giuseppe,14
117,coffee,oak,Barolo Riserva,32
117,coffee,oak,Barolo Prapò,13
117,coffee,oak,Barolo Le Vigne,18
117,coffee,oak,Barolo Ciabot Mentin Ginestra,12
117,coffee,oak,Barolo Cascina Francia,13
117,coffee,oak,Barolo Bricco Rocche,12
117,coffee,oak,Barbaresco Rabajà,16
117,coffee,oak,Barbaresco,67
117,coffee,oak,Ares,11
117,coffee,oak,Amarone della Valpolicella Monte Lodoletta,32
117,coffee,oak,Amarone della Valpolicella Classico Riserva (Sergio Zenato),36
117,coffee,oak,Amarone della Valpolicella Classico,47
117,coffee,oak,Amarone della Valpolicella,19
117,coffee,oak,Altero Brunello di Montalcino,13
117,coffee,oak,Almaviva,123
117,coffee,oak,Alexander Valley Cabernet Sauvignon,84
117,coffee,oak,Ai Suma Barbera d'Asti,13
117,coffee,oak,Aconcagua Valley,68
117,coffee,oak,ARTEMIS Cabernet Sauvignon,116
117,coffee,oak,80 Vecchie Vigne Primitivo di Manduria Old Vines,12
117,coffee,oak,60 Sessantanni Old Vines Primitivo di Manduria,136
117,coffee,oak,50 & 50,13
117,coffee,oak,5 Stelle Sfursat,35
117,coffee,oak,25 anni Montefalco Sagrantino,23
417,toast,non_oak,Vittorio Moretti,22
417,toast,non_oak,Vintage,356
417,toast,non_oak,VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,11
417,toast,non_oak,Sir Winston Churchill Brut Champagne,282
417,toast,non_oak,Serral del Vell Brut Nature,30
417,toast,non_oak,Rosé,65
417,toast,non_oak,R.D Extra Brut Champagne (Récemment Dégorgé),163
417,toast,non_oak,Puligny-Montrachet 1er Cru 'La Garenne',13
417,toast,non_oak,P2 Plénitude Brut Champagne,161
417,toast,non_oak,Nuits-Saint-Georges 1er Cru Les Damodes,13
417,toast,non_oak,Nosotros Single Vineyard Nómade,14
417,toast,non_oak,N.P.U. Extra Brut Champagne (Nec Plus Ultra),30
417,toast,non_oak,MV,113
417,toast,non_oak,Les Blanchiens Brut Nature Champagne Premier Cru,12
417,toast,non_oak,La Grande Dame Brut Rosé Champagne,15
417,toast,non_oak,La Grande Dame Brut Champagne,244
417,toast,non_oak,La Grande Année Brut Champagne,525
417,toast,non_oak,Grande Cuvée,713
417,toast,non_oak,Grand Siècle Champagne (Grande Cuvée),212
417,toast,non_oak,Dom Ruinart Blanc de Blancs Brut Champagne,226
417,toast,non_oak,Cuvée des Enchanteleurs Brut Champagne,31
417,toast,non_oak,Cuvée Risleus Brut Champagne Premier Cru,18
417,toast,non_oak,Cuvée Nicolas François Billecart Brut Champagne,159
417,toast,non_oak,Cuvée Annamaria Clementi (Extra Brut),40
417,toast,non_oak,Cristal Rosé Brut Champagne (Millésimé),51
417,toast,non_oak,Cristal Brut Champagne (Millésimé),464
417,toast,non_oak,Comtes de Champagne Blanc de Blancs,587
417,toast,non_oak,Collection,28
417,toast,non_oak,Clos du Mesnil,33
417,toast,non_oak,Clos des Goisses Champagne,53
417,toast,non_oak,Cava Celler Batlle,30
417,toast,non_oak,Capellanía Reserva,57
417,toast,non_oak,Brut Rosé Champagne,107
417,toast,non_oak,Brut Champagne,2165
417,toast,non_oak,Blanc des Millénaires,160
417,toast,non_oak,Blanc de Blancs Brut Champagne Grand Cru,126
417,toast,non_oak,Amour de Deutz Millésimé Brut Champagne,95
123,cream,microbio,Vieilles Vignes Meursault,17
123,cream,microbio,Vieilles Vignes Châteauneuf-du-Pape Blanc,38
123,cream,microbio,Toscana Batar,76
123,cream,microbio,Rosé Brut Champagne Grand Cru 'Ambonnay',47
123,cream,microbio,Riserva Nova Domus Terlaner,41
123,cream,microbio,Rioja Blanco Reserva,14
123,cream,microbio,Puligny-Montrachet Premier Cru Champ-Canet,16
123,cream,microbio,Puligny-Montrachet,68
123,cream,microbio,Montrachet Grand Cru Marquis de Laguiche,27
123,cream,microbio,Lion Tamer Napa Valley Red Blend,16
123,cream,microbio,Les Noisetiers,197
123,cream,microbio,Il San Lorenzo Bianco,13
123,cream,microbio,Gorgona,12
123,cream,microbio,Gaia & Rey Langhe,53
123,cream,microbio,Cream Tradición Vos 20 Years,22
123,cream,microbio,Coteau de Vernon Condrieu,34
123,cream,microbio,Corton-Charlemagne Grand Cru Blanc,35
123,cream,microbio,Cinque Autoctoni Collection Limited Release,11
123,cream,microbio,Chloe Chardonnay,15
123,cream,microbio,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,21
123,cream,microbio,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,14
123,cream,microbio,Chassagne-Montrachet 1er Cru 'La Maltroie',19
123,cream,microbio,Chassagne-Montrachet,45
123,cream,microbio,Chardonnay,35
123,cream,microbio,Castello della Sala Cervaro della Sala,268
123,cream,microbio,Carruades de Lafite Pauillac,11
123,cream,microbio,Bâtard-Montrachet Grand Cru,14
123,cream,microbio,Brut Cuvée Champagne Rosé,378
123,cream,microbio,Blanc,29
123,cream,microbio,Beaune 1er Cru 'Clos des Mouches' Blanc,30
123,cream,microbio,Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',30
123,cream,microbio,Amour de Deutz Millesimé Rosé Brut Champagne,18
123,cream,microbio,'Giulio Ferrari' Riserva del Fondatore,72
106,citrus,citrus_fruit,Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',21
106,citrus,citrus_fruit,Vin de Constance (Natural Sweet),129
106,citrus,citrus_fruit,Tokaji Aszú 6 Puttonyos,23
106,citrus,citrus_fruit,Tokaji Aszú 5 Puttonyos,46
106,citrus,citrus_fruit,Tokaji Aszú 3 Puttonyos,41
106,citrus,citrus_fruit,Tessons Clos de Mon Plaisir Meursault,24
106,citrus,citrus_fruit,Silex,185
106,citrus,citrus_fruit,Scharzhofberger Riesling Spätlese,38
106,citrus,citrus_fruit,Scharzhofberger Riesling Auslese,14
106,citrus,citrus_fruit,Ribolla Gialla,49
106,citrus,citrus_fruit,Reserve Chardonnay,41
106,citrus,citrus_fruit,Quarz Sauvignon,86
106,citrus,citrus_fruit,Pur Sang,93
106,citrus,citrus_fruit,Puligny-Montrachet Enseignères,44
106,citrus,citrus_fruit,Pessac-Léognan Blanc (Grand Cru Classé de Graves),33
106,citrus,citrus_fruit,Montrachet Grand Cru Blanc,15
106,citrus,citrus_fruit,Montrachet Grand Cru,13
106,citrus,citrus_fruit,Meursault 1er Cru 'Les Genevrières',13
106,citrus,citrus_fruit,Les Clos Chablís Grand Cru,50
106,citrus,citrus_fruit,Le Petit Cheval Bordeaux Blanc,28
106,citrus,citrus_fruit,Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,240
106,citrus,citrus_fruit,Hyde Vineyard Chardonnay,17
106,citrus,citrus_fruit,Guerriero del Mare,63
106,citrus,citrus_fruit,Giallo d'Arles Greco di Tufo,34
106,citrus,citrus_fruit,Gewürztraminer Lunare,17
106,citrus,citrus_fruit,Corton-Charlemagne Grand Cru,18
106,citrus,citrus_fruit,Châteauneuf-du-Pape Réservé Blanc,11
106,citrus,citrus_fruit,Chevalier-Montrachet Grand Cru Blanc,33
106,citrus,citrus_fruit,Chevalier-Montrachet Grand Cru,54
106,citrus,citrus_fruit,Champagne,15
106,citrus,citrus_fruit,Chablis Grand Cru 'Valmur',41
106,citrus,citrus_fruit,Castello della Sala Muffato della Sala,31
106,citrus,citrus_fruit,Buisson Renard,45
106,citrus,citrus_fruit,Bienvenues-Bâtard-Montrachet Grand Cru,17
106,citrus,citrus_fruit,Ben Ryé Passito di Pantelleria,80
106,citrus,citrus_fruit,Barsac (Premier Grand Cru Classé),57
106,citrus,citrus_fruit,Baron de L Pouilly-Fumé,118
106,citrus,citrus_fruit,Aszú 6 puttonyos,27
